"Cell_ID","lon","lat","Area_km2","fe_diversity_norm"
1728,129.5,10.5,12104.3083506663,0.707065853363226
1729,129.5,11.5,12063.5751110476,0.584249251087113
1730,129.5,12.5,12019.1878193681,0.743171612773649
1731,129.5,13.5,11971.1592313456,0.786514066185616
1732,129.5,14.5,11919.5031576378,0.645230639809742
1733,129.5,15.5,11864.2344618444,0.508892776533136
1734,129.5,16.5,11805.3690583309,0.486894059363086
1735,129.5,17.5,11742.9239098661,0.624587417300838
1736,129.5,18.5,11676.9170250703,0.398839968075435
1737,129.5,19.5,11607.3674556651,0.265692474919515
1738,129.5,2.5,12297.4471279166,0
1739,129.5,20.5,11534.2952935211,0.213943697636803
1740,129.5,21.5,11457.7216674956,0.66364719854102
1741,129.5,22.5,11377.6687400526,0
1742,129.5,23.5,11294.1597036605,0.588636858964841
1743,129.5,24.5,11207.2187769577,0
1744,129.5,25.5,11116.8712006804,0
1745,129.5,26.5,11023.1432333443,0
1746,129.5,27.5,10926.0621466725,0
1747,129.5,28.5,10825.6562207627,0.0301453740037465
1748,129.5,29.5,10721.9547389842,0.013889942818805
1749,129.5,3.5,12286.2783926404,0
1750,129.5,30.5,10614.9879825991,0.152713084456229
1751,129.5,31.5,10504.7872250978,0.452653670562863
1752,129.5,32.5,10391.3847262419,0
1753,129.5,33.5,10274.8137258071,0
1754,129.5,34.5,10155.1084370167,1.27820664452616
1755,129.5,35.5,10032.3040396606,1.03746382609704
1756,129.5,36.5,9906.43667288967,0
1757,129.5,37.5,9777.54342768,0
1760,129.5,4.5,12271.391721607,0
1763,129.5,5.5,12252.7913791073,0.441962417536876
1764,129.5,6.5,12230.4826944356,0.055440961906629
1765,129.5,7.5,12204.4720611718,0.669274492367074
1773,129.5,8.5,12174.7669363153,0
1774,129.5,9.5,12141.3758392686,0.540198345154448
1777,130.5,-10.5,12104.3083506663,0
1805,130.5,10.5,12104.3083506663,0.660495330800431
1806,130.5,11.5,12063.5751110476,0.683770131982768
1807,130.5,12.5,12019.1878193681,0.889919958427915
1808,130.5,13.5,11971.1592313456,0.895399023812493
1809,130.5,14.5,11919.5031576378,0.92785216566994
1810,130.5,15.5,11864.2344618444,0.636789187549453
1811,130.5,16.5,11805.3690583309,0.240468504256591
1812,130.5,17.5,11742.9239098661,0.391961539729283
1813,130.5,18.5,11676.9170250703,0.576378763479289
1814,130.5,19.5,11607.3674556651,0.358688239881354
1815,130.5,2.5,12297.4471279166,0
1816,130.5,20.5,11534.2952935211,0.512310621808811
1817,130.5,21.5,11457.7216674956,0.551823482254556
1818,130.5,22.5,11377.6687400526,0.251223194286235
1819,130.5,23.5,11294.1597036605,0
1820,130.5,24.5,11207.2187769577,0
1821,130.5,25.5,11116.8712006804,0.0252083250759708
1822,130.5,26.5,11023.1432333443,0
1823,130.5,27.5,10926.0621466725,0
1824,130.5,28.5,10825.6562207627,0.00455146427461848
1825,130.5,29.5,10721.9547389842,0.0272884747147041
1826,130.5,3.5,12286.2783926404,0.0780253747710349
1827,130.5,30.5,10614.9879825991,0.0596826084194486
1828,130.5,31.5,10504.7872250978,0
1832,130.5,35.5,10032.3040396606,0
1833,130.5,36.5,9906.43667288967,0
1834,130.5,37.5,9777.54342768,0
1835,130.5,38.5,9645.66233895871,0
1837,130.5,4.5,12271.391721607,0.0666930524438066
1841,130.5,5.5,12252.7913791073,0.268614725491337
1842,130.5,6.5,12230.4826944356,0.406090314427434
1843,130.5,7.5,12204.4720611718,0.102885536810174
1852,130.5,8.5,12174.7669363153,0.659625055231569
1853,130.5,9.5,12141.3758392686,0.754221362169401
1882,131.5,10.5,12104.3083506663,0.542847361602021
1883,131.5,11.5,12063.5751110476,0.797569949842011
1884,131.5,12.5,12019.1878193681,0.932491984568549
1885,131.5,13.5,11971.1592313456,0.895537810784301
1886,131.5,14.5,11919.5031576378,0.76772294597602
1887,131.5,15.5,11864.2344618444,0.469466384181046
1888,131.5,16.5,11805.3690583309,0.340522385284397
1889,131.5,17.5,11742.9239098661,0.505738367401996
1890,131.5,18.5,11676.9170250703,0.586487508402019
1891,131.5,19.5,11607.3674556651,0.584350472268005
1892,131.5,2.5,12297.4471279166,0
1893,131.5,20.5,11534.2952935211,0.588973731887177
1894,131.5,21.5,11457.7216674956,0.107684759300824
1895,131.5,22.5,11377.6687400526,0.559930340017245
1896,131.5,23.5,11294.1597036605,0
1897,131.5,24.5,11207.2187769577,0
1898,131.5,25.5,11116.8712006804,0.017293544465945
1899,131.5,26.5,11023.1432333443,0.00482788360571264
1900,131.5,27.5,10926.0621466725,0
1901,131.5,28.5,10825.6562207627,0
1902,131.5,29.5,10721.9547389842,0.00934567800175757
1903,131.5,3.5,12286.2783926404,0.435689131120153
1904,131.5,30.5,10614.9879825991,0
1905,131.5,31.5,10504.7872250978,0
1906,131.5,32.5,10391.3847262419,0
1907,131.5,33.5,10274.8137258071,0
1911,131.5,37.5,9777.54342768,0
1912,131.5,38.5,9645.66233895871,0
1913,131.5,39.5,9510.83237738504,0
1914,131.5,4.5,12271.391721607,0.262642027276829
1915,131.5,40.5,9373.09344077963,0
1919,131.5,5.5,12252.7913791073,0.680772554008562
1920,131.5,6.5,12230.4826944356,0.818863101016875
1921,131.5,7.5,12204.4720611718,0.270675964595122
1927,131.5,8.5,12174.7669363153,0.349021212580585
1928,131.5,9.5,12141.3758392686,0.767966527071704
1955,132.5,10.5,12104.3083506663,0.814524820441547
1956,132.5,11.5,12063.5751110476,0.785203823222956
1957,132.5,12.5,12019.1878193681,0.763856250995993
1958,132.5,13.5,11971.1592313456,0.822505691832321
1959,132.5,14.5,11919.5031576378,0.770251983112488
1960,132.5,15.5,11864.2344618444,0.607483721148235
1961,132.5,16.5,11805.3690583309,0.500330967152286
1962,132.5,17.5,11742.9239098661,0.613703655242026
1963,132.5,18.5,11676.9170250703,0.52226497034613
1964,132.5,19.5,11607.3674556651,0.680952308914346
1965,132.5,2.5,12297.4471279166,0.563274922278221
1966,132.5,20.5,11534.2952935211,0.814031334417301
1967,132.5,21.5,11457.7216674956,0.251348526841297
1968,132.5,22.5,11377.6687400526,0
1969,132.5,23.5,11294.1597036605,0.313964356806283
1970,132.5,24.5,11207.2187769577,0.294319450720737
1971,132.5,25.5,11116.8712006804,0
1972,132.5,26.5,11023.1432333443,0
1973,132.5,27.5,10926.0621466725,0
1974,132.5,28.5,10825.6562207627,0
1975,132.5,29.5,10721.9547389842,0
1976,132.5,3.5,12286.2783926404,0.689241976795907
1977,132.5,30.5,10614.9879825991,0
1978,132.5,31.5,10504.7872250978,0
1979,132.5,32.5,10391.3847262419,0
1980,132.5,33.5,10274.8137258071,0
1981,132.5,34.5,10155.1084370167,0
1983,132.5,36.5,9906.43667288967,0
1984,132.5,37.5,9777.54342768,0
1985,132.5,38.5,9645.66233895871,0
1986,132.5,39.5,9510.83237738504,0
1987,132.5,4.5,12271.391721607,0.537999311005162
1989,132.5,41.5,9232.48634519549,0
1990,132.5,42.5,9089.05281562472,0
1992,132.5,5.5,12252.7913791073,1.05798217587051
1993,132.5,6.5,12230.4826944356,0.918634095804102
1994,132.5,7.5,12204.4720611718,0.799141696982389
1999,132.5,8.5,12174.7669363153,0.307427899562246
2000,132.5,9.5,12141.3758392686,0.271254257444152
2027,133.5,10.5,12104.3083506663,0.13941599115583
2028,133.5,11.5,12063.5751110476,0.729466757916831
2029,133.5,12.5,12019.1878193681,0.79093497451083
2030,133.5,13.5,11971.1592313456,0.808189127898739
2031,133.5,14.5,11919.5031576378,0.689910323647522
2032,133.5,15.5,11864.2344618444,0.556936801638284
2033,133.5,16.5,11805.3690583309,0.32138462360305
2034,133.5,17.5,11742.9239098661,0.499137893311669
2035,133.5,18.5,11676.9170250703,0.554125028218411
2036,133.5,19.5,11607.3674556651,0.0766750888551052
2037,133.5,2.5,12297.4471279166,0.85187129088035
2038,133.5,20.5,11534.2952935211,0
2039,133.5,21.5,11457.7216674956,0.128442386560053
2040,133.5,22.5,11377.6687400526,0.154860086895946
2041,133.5,23.5,11294.1597036605,0
2042,133.5,24.5,11207.2187769577,0.1479707324932
2043,133.5,25.5,11116.8712006804,0.0425675999842084
2044,133.5,26.5,11023.1432333443,0.152078318516878
2045,133.5,27.5,10926.0621466725,0
2046,133.5,28.5,10825.6562207627,0.513696926663821
2047,133.5,29.5,10721.9547389842,0
2048,133.5,3.5,12286.2783926404,0.521375623249452
2049,133.5,30.5,10614.9879825991,0
2050,133.5,31.5,10504.7872250978,0
2051,133.5,32.5,10391.3847262419,0
2052,133.5,33.5,10274.8137258071,0
2053,133.5,34.5,10155.1084370167,0
2055,133.5,36.5,9906.43667288967,0.615358514857802
2056,133.5,37.5,9777.54342768,0
2057,133.5,38.5,9645.66233895871,0.495616133414301
2059,133.5,4.5,12271.391721607,0.629117106033049
2060,133.5,40.5,9373.09344077963,0
2062,133.5,42.5,9089.05281562472,0
2063,133.5,5.5,12252.7913791073,0.845106503974821
2064,133.5,6.5,12230.4826944356,0.702161501910453
2065,133.5,7.5,12204.4720611718,0.781110027002808
2070,133.5,8.5,12174.7669363153,0.376494945422543
2071,133.5,9.5,12141.3758392686,0.0302453764627888
2094,134.5,10.5,12104.3083506663,0.447805699142166
2095,134.5,11.5,12063.5751110476,0.665472234772039
2096,134.5,12.5,12019.1878193681,0.807779926180847
2097,134.5,13.5,11971.1592313456,0.838752707297693
2098,134.5,14.5,11919.5031576378,0.538669759070916
2099,134.5,15.5,11864.2344618444,0.394372725394456
2100,134.5,16.5,11805.3690583309,0.353976599442621
2101,134.5,17.5,11742.9239098661,0.570169922501896
2102,134.5,18.5,11676.9170250703,0.177148804991675
2103,134.5,19.5,11607.3674556651,0.0749327544614932
2104,134.5,2.5,12297.4471279166,0
2105,134.5,20.5,11534.2952935211,0.0696729737841227
2106,134.5,21.5,11457.7216674956,0.0376289013780038
2107,134.5,22.5,11377.6687400526,0.256074145695103
2108,134.5,23.5,11294.1597036605,0.452220207152641
2109,134.5,24.5,11207.2187769577,0.377559905380895
2110,134.5,25.5,11116.8712006804,0.251135881691176
2111,134.5,26.5,11023.1432333443,0.0960331498868674
2112,134.5,27.5,10926.0621466725,0.535630232832974
2113,134.5,28.5,10825.6562207627,0.710869325656317
2114,134.5,29.5,10721.9547389842,0.622714044576944
2115,134.5,3.5,12286.2783926404,1.0029348004301
2116,134.5,30.5,10614.9879825991,0
2117,134.5,31.5,10504.7872250978,0
2118,134.5,32.5,10391.3847262419,0
2119,134.5,33.5,10274.8137258071,0
2120,134.5,34.5,10155.1084370167,0
2123,134.5,37.5,9777.54342768,0
2124,134.5,38.5,9645.66233895871,0
2125,134.5,39.5,9510.83237738504,0.692706502774913
2126,134.5,4.5,12271.391721607,0.591522331735209
2127,134.5,40.5,9373.09344077963,0
2129,134.5,42.5,9089.05281562472,0
2131,134.5,5.5,12252.7913791073,0.5468507351874
2132,134.5,6.5,12230.4826944356,0.338821426297363
2133,134.5,7.5,12204.4720611718,0.343245155219544
2139,134.5,8.5,12174.7669363153,0.564003477263769
2140,134.5,9.5,12141.3758392686,0.705048294968076
2166,135.5,10.5,12104.3083506663,0.574127475777832
2167,135.5,11.5,12063.5751110476,0.463054020763005
2168,135.5,12.5,12019.1878193681,0.749987719241417
2169,135.5,13.5,11971.1592313456,0.78292325467023
2170,135.5,14.5,11919.5031576378,0.608696891855294
2171,135.5,15.5,11864.2344618444,0.45478857572106
2172,135.5,16.5,11805.3690583309,0.375194524579409
2173,135.5,17.5,11742.9239098661,0.402516332922078
2174,135.5,18.5,11676.9170250703,0.311133052413259
2175,135.5,19.5,11607.3674556651,0.134442227377627
2176,135.5,2.5,12297.4471279166,0
2177,135.5,20.5,11534.2952935211,0.0191345546029651
2178,135.5,21.5,11457.7216674956,0.0202277344252407
2179,135.5,22.5,11377.6687400526,0.261821733883663
2180,135.5,23.5,11294.1597036605,0.714435706557748
2181,135.5,24.5,11207.2187769577,0.612952687805845
2182,135.5,25.5,11116.8712006804,0.676066897634715
2183,135.5,26.5,11023.1432333443,0.677301523211284
2184,135.5,27.5,10926.0621466725,0.705905264322727
2185,135.5,28.5,10825.6562207627,0.791226090116363
2186,135.5,29.5,10721.9547389842,0.324957367942535
2187,135.5,3.5,12286.2783926404,0.826832650507525
2188,135.5,30.5,10614.9879825991,0.183809259750436
2189,135.5,31.5,10504.7872250978,0
2190,135.5,32.5,10391.3847262419,0
2191,135.5,33.5,10274.8137258071,0
2192,135.5,34.5,10155.1084370167,0
2196,135.5,38.5,9645.66233895871,0
2197,135.5,39.5,9510.83237738504,0
2198,135.5,4.5,12271.391721607,0.216854112790613
2199,135.5,40.5,9373.09344077963,0
2204,135.5,5.5,12252.7913791073,0.266540878329454
2207,135.5,6.5,12230.4826944356,0.249337635492677
2208,135.5,7.5,12204.4720611718,0.162868687558932
2214,135.5,8.5,12174.7669363153,0.242321560401984
2215,135.5,9.5,12141.3758392686,0.489105673895832
2241,136.5,10.5,12104.3083506663,0.323384815860092
2242,136.5,11.5,12063.5751110476,0.317586776470396
2243,136.5,12.5,12019.1878193681,0.614089775980183
2244,136.5,13.5,11971.1592313456,0.650391384087967
2245,136.5,14.5,11919.5031576378,0.480037370028225
2246,136.5,15.5,11864.2344618444,0.558238233415429
2247,136.5,16.5,11805.3690583309,0.640308800136646
2248,136.5,17.5,11742.9239098661,0.426766245439601
2249,136.5,18.5,11676.9170250703,0.44904267857003
2250,136.5,19.5,11607.3674556651,0.0453045160547812
2251,136.5,2.5,12297.4471279166,0
2252,136.5,20.5,11534.2952935211,0.0307238140116357
2253,136.5,21.5,11457.7216674956,0.0462238401162507
2254,136.5,22.5,11377.6687400526,0.170035266637656
2255,136.5,23.5,11294.1597036605,0.692075615170696
2256,136.5,24.5,11207.2187769577,0.443892379386301
2257,136.5,25.5,11116.8712006804,0.304164800569067
2258,136.5,26.5,11023.1432333443,0.252374514559907
2259,136.5,27.5,10926.0621466725,0.56699737823084
2260,136.5,28.5,10825.6562207627,0.864779782490619
2261,136.5,29.5,10721.9547389842,0.284852382600714
2262,136.5,3.5,12286.2783926404,0.0239481564430291
2263,136.5,30.5,10614.9879825991,0
2264,136.5,31.5,10504.7872250978,0
2265,136.5,32.5,10391.3847262419,0
2266,136.5,33.5,10274.8137258071,0
2267,136.5,34.5,10155.1084370167,0
2273,136.5,4.5,12271.391721607,0.131001462136579
2274,136.5,40.5,9373.09344077963,0
2275,136.5,41.5,9232.48634519549,0
2280,136.5,5.5,12252.7913791073,0.170952733711718
2283,136.5,6.5,12230.4826944356,0.313811628449094
2284,136.5,7.5,12204.4720611718,0.418083711068502
2292,136.5,8.5,12174.7669363153,0.974441120421729
2293,136.5,9.5,12141.3758392686,0.744368655401491
2318,137.5,10.5,12104.3083506663,0.390519205329207
2319,137.5,11.5,12063.5751110476,0.79592999536165
2320,137.5,12.5,12019.1878193681,0.598537183958168
2321,137.5,13.5,11971.1592313456,0.422684347210436
2322,137.5,14.5,11919.5031576378,0.374807717784974
2323,137.5,15.5,11864.2344618444,0.394506679427039
2324,137.5,16.5,11805.3690583309,0.539663880202595
2325,137.5,17.5,11742.9239098661,0.663944705971378
2326,137.5,18.5,11676.9170250703,0.294796939429502
2327,137.5,19.5,11607.3674556651,0.101278035146997
2328,137.5,2.5,12297.4471279166,0
2329,137.5,20.5,11534.2952935211,0.0571140240626046
2330,137.5,21.5,11457.7216674956,0.160997054080611
2331,137.5,22.5,11377.6687400526,0.468018048173774
2332,137.5,23.5,11294.1597036605,0.585520562416805
2333,137.5,24.5,11207.2187769577,0.394064276520821
2334,137.5,25.5,11116.8712006804,0.567994468736227
2335,137.5,26.5,11023.1432333443,0.679018661434559
2336,137.5,27.5,10926.0621466725,0.692296526924468
2337,137.5,28.5,10825.6562207627,0.142707414203742
2338,137.5,29.5,10721.9547389842,0.018574008681814
2339,137.5,3.5,12286.2783926404,0.129312667465241
2340,137.5,30.5,10614.9879825991,0.0835471402567858
2341,137.5,31.5,10504.7872250978,0
2342,137.5,32.5,10391.3847262419,0
2343,137.5,33.5,10274.8137258071,0
2344,137.5,34.5,10155.1084370167,0.310460031721473
2347,137.5,38.5,9645.66233895871,0
2348,137.5,39.5,9510.83237738504,0
2349,137.5,4.5,12271.391721607,0.115280301207526
2350,137.5,40.5,9373.09344077963,0
2351,137.5,41.5,9232.48634519549,0
2352,137.5,42.5,9089.05281562472,0
2357,137.5,5.5,12252.7913791073,0.838357097507592
2362,137.5,6.5,12230.4826944356,0.644603603405675
2363,137.5,7.5,12204.4720611718,0.505318412504455
2369,137.5,8.5,12174.7669363153,0.658730619021256
2370,137.5,9.5,12141.3758392686,0.967272038874375
2392,138.5,1.5,12304.8947287194,0
2393,138.5,10.5,12104.3083506663,0.466548017984205
2394,138.5,11.5,12063.5751110476,1.00315891107431
2395,138.5,12.5,12019.1878193681,0
2396,138.5,13.5,11971.1592313456,0.328410604453113
2397,138.5,14.5,11919.5031576378,0.467802334853625
2398,138.5,15.5,11864.2344618444,0.563527691274407
2399,138.5,16.5,11805.3690583309,0.62337565664204
2400,138.5,17.5,11742.9239098661,0.692546435555676
2401,138.5,18.5,11676.9170250703,0.231332661320847
2402,138.5,19.5,11607.3674556651,0.0756158204874884
2403,138.5,2.5,12297.4471279166,0
2404,138.5,20.5,11534.2952935211,0.0499671119485125
2405,138.5,21.5,11457.7216674956,0.0180003586005375
2406,138.5,22.5,11377.6687400526,0.0652677229352142
2407,138.5,23.5,11294.1597036605,0.100397483196455
2408,138.5,24.5,11207.2187769577,0.101474627437674
2409,138.5,25.5,11116.8712006804,0.202071550718922
2410,138.5,26.5,11023.1432333443,0.167070265553972
2411,138.5,27.5,10926.0621466725,0.0628678675306683
2412,138.5,28.5,10825.6562207627,0.0166555102021444
2413,138.5,29.5,10721.9547389842,0.0555020490441294
